3550.4529867240703	0.30782703
3551.6640509240706	0.29390398
3552.8751151240704	0.3187649
3554.0861793240706	0.24214788
3555.2972435240704	0.2852688
3556.5083077240706	0.31579322
3557.7193719240704	0.3979667
3558.9304361240706	0.36893
3560.1415003240704	0.36123735
3561.3525645240707	0.40015528
3562.5636287240704	0.376281
3563.7746929240707	0.3708446
3564.9857571240705	0.4112818
3566.1968213240707	0.4540018
3567.4078855240705	0.49085933
3568.6189497240707	0.54464
3569.8300139240705	0.48303482
3571.0410781240703	0.5856502
3572.2521423240705	0.6965909
3573.4632065240708	0.64249337
3574.6742707240705	0.68069553
3575.8853349240703	0.75627834
3577.0963991240706	0.74955446
3578.3074633240703	0.7559367
3579.5185275240706	0.8621358
3580.7295917240704	0.9389696
3581.9406559240706	0.9099412
3583.1517201240704	1.0198768
3584.3627843240706	0.9639102
3585.5738485240704	1.126717
3586.7849127240706	1.2037792
3587.9959769240704	1.2545023
3589.2070411240707	1.2934372
3590.4181053240704	1.2973918
3591.6291695240707	1.3386532
3592.8402337240705	1.4205099
3594.0512979240707	1.4596114
3595.2623621240705	1.5647788
3596.4734263240707	1.6670402
3597.6844905240705	1.6589458
3598.8955547240707	1.6412724
3600.1066189240705	1.7716893
3601.3176831240703	1.8368874
3602.5287473240705	1.8998014
3603.739811524071	1.8817936
3604.9508757240706	1.969468
3606.1619399240703	2.1059444
3607.3730041240706	2.083452
3608.5840683240704	2.13567
3609.7951325240706	2.2107973
3611.0061967240704	2.2505295
3612.2172609240706	2.4054942
3613.4283251240704	2.431805
3614.6393893240706	2.5208497
3615.8504535240704	2.7105238
3617.0615177240707	2.7670546
3618.2725819240704	2.663039
3619.4836461240707	2.7888527
3620.6947103240705	2.807905
3621.9057745240707	2.8552969
3623.1168387240705	3.115355
3624.3279029240707	3.2164888
3625.5389671240705	3.2042007
3626.7500313240703	3.4516497
3627.9610955240705	3.5055945
3629.1721597240708	3.4889555
3630.3832239240705	3.5403695
3631.5942881240703	3.638069
3632.8053523240706	3.7797701
3634.0164165240703	3.8926628
3635.2274807240706	4.2299542
3636.4385449240704	4.416633
3637.6496091240706	4.3031216
3638.8606733240704	4.4223776
3640.0717375240706	4.3301177
3641.2828017240704	4.2608705
3642.4938659240706	4.4972935
3643.7049301240704	4.679305
